filename,origsum,scalsum,sfactor
RASS-Cnt_Broad_grp10037.0.fits,88224.9162441441,87753.15647718975,0.9282686844752343
RASS-Cnt_Broad_grp10039.0.fits,40642.12071605163,40529.81649645885,0.7767522106010709
RASS-Cnt_Broad_grp1004.0.fits,57238.26853645613,56828.72337812931,0.9293306559571619
RASS-Cnt_Broad_grp10043.0.fits,76203.78311243965,75926.26792057115,0.8609694908340025
RASS-Cnt_Broad_grp10045.0.fits,58007.67659082268,57749.53232102663,0.8983129516996046
RASS-Cnt_Broad_grp10047.0.fits,114745.0047616453,114081.65475366113,0.9050463671659973
RASS-Cnt_Broad_grp10050.0.fits,33794.817206960484,33661.90458515962,0.6535784903105757
RASS-Cnt_Broad_grp10051.0.fits,49521.35607988374,49475.657539804975,0.7816413104645248
RASS-Cnt_Broad_grp10054.0.fits,90082.84930257393,90056.8441688721,0.8829482764779116
RASS-Cnt_Broad_grp10056.0.fits,78536.99201931592,78194.06231386229,0.8770588178714861
RASS-Cnt_Broad_grp10059.0.fits,49828.80269829808,49680.00341430996,0.7589171343761714
RASS-Cnt_Broad_grp1006.0.fits,65055.721007303655,64922.11068613448,0.9189083301097726
RASS-Cnt_Broad_grp10062.0.fits,92797.99498392652,92418.2359694353,0.7864940449317269
RASS-Cnt_Broad_grp10064.0.fits,75379.32350653346,74836.6364616277,0.7919909864738955
RASS-Cnt_Broad_grp10065.0.fits,64694.00785976515,64421.1631932988,0.800408545690763
RASS-Cnt_Broad_grp10066.0.fits,92689.64116542337,92255.61238946364,0.923972145180723
RASS-Cnt_Broad_grp10067.0.fits,43563.381131839946,43342.2579021875,0.8669344042838019
RASS-Cnt_Broad_grp10068.0.fits,107705.8473844262,106969.74354262931,0.8939852442971887
RASS-Cnt_Broad_grp10069.0.fits,47049.96365724935,46863.60344042998,0.8219143239625168
RASS-Cnt_Broad_grp10070.0.fits,30437.968554371193,30430.207644294285,0.7031350678500671
RASS-Cnt_Broad_grp1007.0.fits,80772.48470294419,80337.70568212641,0.7522103232074966
RASS-Cnt_Broad_grp10071.0.fits,40116.8352181521,39914.189545931324,0.8380695579384203
RASS-Cnt_Broad_grp10072.0.fits,32847.59742808757,32579.022258085337,0.8622440000361447
RASS-Cnt_Broad_grp10073.0.fits,49226.94264851565,48947.35440924588,0.9244142790669345
RASS-Cnt_Broad_grp10074.0.fits,19635.173948767595,19569.842294478323,0.532001705313253
RASS-Cnt_Broad_grp10075.0.fits,42944.81566770747,42831.81878533383,0.8214358686974564
RASS-Cnt_Broad_grp1008.0.fits,91910.96291872987,91662.92098207926,0.9115022121046387
RASS-Cnt_Broad_grp10076.0.fits,42897.26632362819,42658.759330639536,0.8148422362998662
RASS-Cnt_Broad_grp10077.0.fits,66019.42203002088,65709.4805233982,0.8417238566813922
RASS-Cnt_Broad_grp10078.0.fits,58773.54909137843,58354.256259528454,0.9370775354605085
RASS-Cnt_Broad_grp10079.0.fits,57467.26535753609,57403.07051674895,0.8442700359022758
RASS-Cnt_Broad_grp10080.0.fits,67804.45497954584,67675.57879845306,0.8563280492971888
RASS-Cnt_Broad_grp10081.0.fits,40830.35410610952,40559.87925388943,0.8895490240977242
RASS-Cnt_Broad_grp10082.0.fits,54031.828126864195,53582.8424555674,0.9331573163815261
RASS-Cnt_Broad_grp10083.0.fits,36150.58475036043,35935.759941527285,0.5815498302579628
RASS-Cnt_Broad_grp10084.0.fits,74763.13818786583,74378.33462649824,0.9086074672610441
RASS-Cnt_Broad_grp10085.0.fits,22455.09955781524,22435.53110050341,0.4985257324257028
RASS-Cnt_Broad_grp10086.0.fits,79084.62086673596,78782.66730748114,0.9158058447188293
RASS-Cnt_Broad_grp10087.0.fits,89640.9004381196,89357.47908903196,0.931105531647925
RASS-Cnt_Broad_grp10088.0.fits,97252.59896959132,97096.30081401086,0.930443173394913
RASS-Cnt_Broad_grp10089.0.fits,111643.87172862995,110964.7752424721,0.9366111219772423
RASS-Cnt_Broad_grp10090.0.fits,49701.122459876344,49374.41251982707,0.8697979921392236
RASS-Cnt_Broad_grp1009.0.fits,98694.33848614487,98275.34793846232,0.9553267973378575
RASS-Cnt_Broad_grp10091.0.fits,97145.85733141453,96551.11628454432,0.8935473769759036
RASS-Cnt_Broad_grp10092.0.fits,99767.75478349876,99386.12470788693,0.9235564149022757
RASS-Cnt_Broad_grp10093.0.fits,89182.77478253577,88523.4904641869,0.8193480452985274
RASS-Cnt_Broad_grp10094.0.fits,103564.58561766258,103520.1891527169,0.9103452325635877
RASS-Cnt_Broad_grp10095.0.fits,103607.08708382871,103329.25563902261,0.886293332421687
RASS-Cnt_Broad_grp10096.0.fits,18847.899819627386,18809.612586033243,0.5297406902449799
RASS-Cnt_Broad_grp10097.0.fits,46108.236897333765,45916.34592642976,0.6753336950227576
RASS-Cnt_Broad_grp10098.0.fits,48531.742225305534,48351.22684430862,0.8317135207496654
RASS-Cnt_Broad_grp10099.0.fits,83259.94176236703,83124.38765670455,0.9383182504990683
RASS-Cnt_Broad_grp10.0.fits,69311.88204108275,68889.3841826256,0.8620609436001399
RASS-Cnt_Broad_grp10100.0.fits,109382.66950356959,109001.25279382202,0.9235346515167336
RASS-Cnt_Broad_grp1010.0.fits,29451.004285300845,29237.587089422326,0.71325499462249
RASS-Cnt_Broad_grp10101.0.fits,37309.82377810113,37229.55127067469,0.8328419313025436
RASS-Cnt_Broad_grp10102.0.fits,36466.68878779626,36344.14984689023,0.8215751233373494
RASS-Cnt_Broad_grp10103.0.fits,113946.35043901495,113616.81513968948,0.9273207726854082
RASS-Cnt_Broad_grp10104.0.fits,92731.35641556233,92519.77626250054,0.9346917819196786
RASS-Cnt_Broad_grp10105.0.fits,14513.254634472958,14507.502429967288,0.6041003142945114
RASS-Cnt_Broad_grp10106.0.fits,44297.79034534146,43996.78249786994,0.9169264381914325
RASS-Cnt_Broad_grp10107.0.fits,75662.28468910174,75243.90301111428,0.8970131628728245
RASS-Cnt_Broad_grp10108.0.fits,40229.46745272492,39915.27009870529,0.8430806519344043
RASS-Cnt_Broad_grp10109.0.fits,27441.1363576056,27326.6685152105,0.7477482836626507
RASS-Cnt_Broad_grp101.0.fits,74015.89168821803,73557.01744416205,0.8776828538152609
RASS-Cnt_Broad_grp10110.0.fits,27579.968940016,27378.415479952342,0.6544877590401607
RASS-Cnt_Broad_grp1011.0.fits,20034.332271474334,20002.703509058185,0.5356269833413655
RASS-Cnt_Broad_grp10111.0.fits,57106.179699879205,56665.02935868967,0.6939461852730923
RASS-Cnt_Broad_grp10112.0.fits,48385.15602255544,47949.55453770633,0.6744128938594377
RASS-Cnt_Broad_grp10113.0.fits,53368.86669867842,53202.77326784814,0.813851448330656
RASS-Cnt_Broad_grp10114.0.fits,19399.220349536594,19361.87323935448,0.46179242908299867
RASS-Cnt_Broad_grp10115.0.fits,41670.06414184223,41644.09324475571,0.8244196707349399
RASS-Cnt_Broad_grp10116.0.fits,43368.33712858534,43173.51508497848,0.8824878832717538
RASS-Cnt_Broad_grp10117.0.fits,39156.26270318728,39058.52087041754,0.5986221133239625
RASS-Cnt_Broad_grp10118.0.fits,15649.837808594944,15669.274311320414,0.40856162049933065
RASS-Cnt_Broad_grp10119.0.fits,19383.21093642522,19215.98580185908,0.4804583813266399
RASS-Cnt_Broad_grp10120.0.fits,38557.74578897339,38277.48170688822,0.7211745194805891
RASS-Cnt_Broad_grp1012.0.fits,77338.73936974042,76749.37102898935,0.7293668173311348
RASS-Cnt_Broad_grp10121.0.fits,60397.98340993203,60190.940605015014,0.7336076047550201
RASS-Cnt_Broad_grp10122.0.fits,63543.57691818475,63115.515385786806,0.8306919742797858
RASS-Cnt_Broad_grp10123.0.fits,64699.510832331995,64453.50705836165,0.837428590995984
RASS-Cnt_Broad_grp10124.0.fits,36832.902492793066,36617.28430958795,0.8972506483654619
RASS-Cnt_Broad_grp10125.0.fits,63776.8977940628,63679.94271973533,0.8522831312945114
RASS-Cnt_Broad_grp10126.0.fits,36620.6242581167,36477.74646508892,0.59701206
RASS-Cnt_Broad_grp10127.0.fits,61311.33855340745,60885.36344926542,0.9090622371700132
RASS-Cnt_Broad_grp10128.0.fits,71704.26403229542,71297.91998161393,0.8735473719986613
RASS-Cnt_Broad_grp10129.0.fits,78132.37038251101,78100.88441069264,0.9142458103547523
RASS-Cnt_Broad_grp10130.0.fits,47497.33553759492,47441.964067772045,0.6722625656425703
RASS-Cnt_Broad_grp1013.0.fits,78716.25922157582,78245.40881002649,0.8894722424990122
RASS-Cnt_Broad_grp10131.0.fits,67993.984341343,67724.82431440215,0.8612409148072289
RASS-Cnt_Broad_grp10132.0.fits,71602.75532391689,71586.82777454848,0.808723084875502
RASS-Cnt_Broad_grp10133.0.fits,4030.6025941313274,3982.758109952005,0.36434091173627847
RASS-Cnt_Broad_grp10134.0.fits,56849.25000839764,56613.874538086966,0.8747858973681392
RASS-Cnt_Broad_grp10135.0.fits,65985.04179845875,65517.43685504934,0.9328521438206157
RASS-Cnt_Broad_grp10136.0.fits,54182.6868746691,53905.998544597045,0.8694679686974566
RASS-Cnt_Broad_grp10137.0.fits,76478.36648049825,76170.66641376558,0.8749177439022758
RASS-Cnt_Broad_grp10138.0.fits,53125.15233371573,52857.08836322659,0.8693504987161981
RASS-Cnt_Broad_grp10139.0.fits,74193.7991957421,74068.39583628613,0.8992138991512719
RASS-Cnt_Broad_grp10140.0.fits,85820.56938412094,85700.62669792074,0.9264619007041499
RASS-Cnt_Broad_grp1014.0.fits,120824.6777446084,119940.60046891103,0.9763946132516733
RASS-Cnt_Broad_grp10141.0.fits,19641.15467532421,19608.94424228426,0.5333375490066934
RASS-Cnt_Broad_grp10142.0.fits,76211.60392598306,75953.10948571954,0.7258012146894244
RASS-Cnt_Broad_grp10143.0.fits,45940.65961586029,45710.16783431255,0.8261792072008032
RASS-Cnt_Broad_grp10144.0.fits,58736.37305862669,58527.84718076377,0.6259603535435074
RASS-Cnt_Broad_grp10145.0.fits,36310.39037634686,36135.928255164195,0.8377176195421687
RASS-Cnt_Broad_grp10146.0.fits,73106.68832581073,73101.08115203636,0.9102223210240964
RASS-Cnt_Broad_grp10147.0.fits,63917.42007875602,63551.66853087259,0.846403895034806
RASS-Cnt_Broad_grp10148.0.fits,70829.14548839112,70600.3519536018,0.8881535747416333
RASS-Cnt_Broad_grp10149.0.fits,72132.12366210937,71882.51249024471,0.8549719057081661
RASS-Cnt_Broad_grp10150.0.fits,75437.03486123859,75277.85883426986,0.7195026819919678
RASS-Cnt_Broad_grp1015.0.fits,55155.118090171054,54960.50027101211,0.8708901688856782
RASS-Cnt_Broad_grp10151.0.fits,68210.65059009314,67957.53490555481,0.8569398285890227
RASS-Cnt_Broad_grp10152.0.fits,58871.050515864314,58609.67058886428,0.9335742971887551
RASS-Cnt_Broad_grp10153.0.fits,69116.56505989186,69029.91668061084,0.8677292389852744
RASS-Cnt_Broad_grp10154.0.fits,66465.46044795448,66437.09858036511,0.8712753828821954
RASS-Cnt_Broad_grp10155.0.fits,86701.03834761021,86693.73110376253,0.8984691374966534
RASS-Cnt_Broad_grp10156.0.fits,40958.666606014864,40861.0964802751,0.619926415896921
RASS-Cnt_Broad_grp10157.0.fits,56435.56824452728,56209.5540017372,0.8022564543239624
RASS-Cnt_Broad_grp10158.0.fits,70578.43691704843,70165.14485725723,0.8541666825809905
RASS-Cnt_Broad_grp10159.0.fits,63829.64025334792,63682.872284774305,0.8524936261472555
RASS-Cnt_Broad_grp10160.0.fits,75032.08612630972,74602.95255354987,0.8659167213962518
RASS-Cnt_Broad_grp1016.0.fits,81483.22491086839,81379.94014207623,0.750374510598685
RASS-Cnt_Broad_grp10161.0.fits,56289.394702754245,55959.97205840643,0.7912583668005354
RASS-Cnt_Broad_grp10162.0.fits,81689.65976940234,81407.77322054813,0.921854749231593
RASS-Cnt_Broad_grp10163.0.fits,72011.46581453837,71699.3687496617,0.7359691754176707
RASS-Cnt_Broad_grp10164.0.fits,61725.94558169561,61475.514744526765,0.8336943170066935
RASS-Cnt_Broad_grp10165.0.fits,15363.894802527155,15335.233966805838,0.4122737729196787
RASS-Cnt_Broad_grp10166.0.fits,28395.41109294744,28129.99819351546,0.5054738345863454
RASS-Cnt_Broad_grp10167.0.fits,32179.970605164046,32108.936575380536,0.6235552820910308
RASS-Cnt_Broad_grp10168.0.fits,114816.61963686066,114304.25466702905,0.9242014425140562
RASS-Cnt_Broad_grp10169.0.fits,54833.11589795899,54691.649747518866,0.6984532133975904
RASS-Cnt_Broad_grp10170.0.fits,62259.37736680199,62181.64229762788,0.863771985261044
RASS-Cnt_Broad_grp1017.0.fits,105161.31363595041,105118.66177614719,0.9572483658808567
RASS-Cnt_Broad_grp10171.0.fits,58309.378609217354,58214.31646357969,0.7700948401619813
RASS-Cnt_Broad_grp10172.0.fits,53244.438243030745,53041.80170148455,0.8100236483815261
RASS-Cnt_Broad_grp10173.0.fits,25683.902379906172,25517.570044545642,0.8112176161566266
RASS-Cnt_Broad_grp10174.0.fits,48451.434099404905,48381.31645701963,0.8169745649263721
RASS-Cnt_Broad_grp10175.0.fits,40816.894575074264,40703.36952107248,0.7706332712838018
RASS-Cnt_Broad_grp10176.0.fits,45840.209497830525,45639.228941025416,0.7949140268701472
RASS-Cnt_Broad_grp10177.0.fits,41756.54596021123,41606.26255853874,0.7772991245970549
RASS-Cnt_Broad_grp10178.0.fits,100255.50937343501,99619.15766627381,0.9329439076305222
RASS-Cnt_Broad_grp10179.0.fits,90284.81816391702,89910.87863295591,0.9315040267563588
RASS-Cnt_Broad_grp10180.0.fits,72574.13853445351,72380.21453569835,0.8995877302784472
RASS-Cnt_Broad_grp1018.0.fits,36784.39588967603,36671.69255821773,0.5796740444176707
RASS-Cnt_Broad_grp10181.0.fits,21528.078063038876,21485.729217430362,0.6452586323253011
RASS-Cnt_Broad_grp10182.0.fits,56974.126803275176,56762.097685827735,0.8785716205435073
RASS-Cnt_Broad_grp10183.0.fits,74191.95433823326,74178.49184132017,0.8282140376580011
RASS-Cnt_Broad_grp10184.0.fits,60257.16849813503,60261.76601299865,0.8516034455595716
RASS-Cnt_Broad_grp10185.0.fits,75854.54548666201,75426.24991286026,0.7054104703427042
RASS-Cnt_Broad_grp10186.0.fits,88423.68849304822,88129.65577257483,0.931048154004016
RASS-Cnt_Broad_grp10187.0.fits,39547.947128115615,39208.72489714288,0.5960346601648996
RASS-Cnt_Broad_grp10188.0.fits,77193.7080992057,76692.32294087068,0.7718898403226239
RASS-Cnt_Broad_grp10189.0.fits,76806.7951093524,76491.69024425352,0.7748861738259707
RASS-Cnt_Broad_grp10190.0.fits,46571.600123346914,46349.84487140536,0.6477905117777778
RASS-Cnt_Broad_grp1019.0.fits,55700.751039248884,55659.60353926983,0.9065990590160962
RASS-Cnt_Broad_grp10191.0.fits,68478.77933047549,68208.60459040345,0.8688540287523426
RASS-Cnt_Broad_grp10192.0.fits,41139.437600325924,40941.37990086568,0.8395097824618474
RASS-Cnt_Broad_grp10193.0.fits,73410.0148698374,73130.04428122587,0.8632076645194111
RASS-Cnt_Broad_grp10194.0.fits,16622.31882148524,16486.031860299157,0.38613723146720214
RASS-Cnt_Broad_grp10195.0.fits,78168.83552998943,77633.57295860113,0.9013942130937082
RASS-Cnt_Broad_grp10196.0.fits,81695.4967080903,81470.8731959266,0.7883458155448461
RASS-Cnt_Broad_grp10197.0.fits,66748.71274753209,66401.7783708426,0.8616850866238285
RASS-Cnt_Broad_grp10198.0.fits,48757.232843831414,48614.31460773699,0.9313160359785808
RASS-Cnt_Broad_grp10199.0.fits,47221.31236871332,47039.68767776736,0.7240720465301206
RASS-Cnt_Broad_grp10200.0.fits,69096.52567279863,68714.15548614481,0.8735810892663988
RASS-Cnt_Broad_grp1020.0.fits,86716.00039827259,86335.74994415973,0.9550044819908616
RASS-Cnt_Broad_grp10201.0.fits,46569.10997420228,46440.787956533735,0.6551268090066933
RASS-Cnt_Broad_grp10202.0.fits,39186.458387612925,38999.53462736517,0.8102838018741633
RASS-Cnt_Broad_grp10203.0.fits,104456.60612543167,104406.4310438317,0.9338624522583667
RASS-Cnt_Broad_grp10204.0.fits,90220.61716264905,89923.36873807959,0.7983559068139224
RASS-Cnt_Broad_grp10205.0.fits,72480.50106719219,72164.76522351394,0.7575567737817939
RASS-Cnt_Broad_grp10206.0.fits,71271.48038297181,70982.9967054958,0.8825491089263722
RASS-Cnt_Broad_grp10207.0.fits,76590.42172220378,76441.82868515924,0.914819199579652
RASS-Cnt_Broad_grp10208.0.fits,61674.45408593926,61292.26039601861,0.815049706507363
RASS-Cnt_Broad_grp10209.0.fits,87910.9117826815,87536.60539959591,0.9197963619196787
RASS-Cnt_Broad_grp102.0.fits,81203.19657745895,80653.29068568557,0.9014956328219543
RASS-Cnt_Broad_grp10210.0.fits,12540.265683855963,12450.924849605582,0.35197683810575636
RASS-Cnt_Broad_grp1021.0.fits,85199.99846951774,84588.66449388844,0.9174177997925034
RASS-Cnt_Broad_grp10211.0.fits,99819.50563224485,99387.50080202874,0.9242076695341365
RASS-Cnt_Broad_grp10212.0.fits,90282.83137989897,90100.06489648347,0.8603262837402944
RASS-Cnt_Broad_grp10213.0.fits,38293.94497569357,38295.41310861069,0.8945398432248997
RASS-Cnt_Broad_grp10214.0.fits,8164.690154209808,8149.616617617349,0.4398676131526104
RASS-Cnt_Broad_grp10215.0.fits,87466.69830588128,87020.19983542598,0.8932742357603747
RASS-Cnt_Broad_grp10216.0.fits,66264.46329452423,66237.0132489302,0.8439338373305519
RASS-Cnt_Broad_grp10218.0.fits,49260.2144508941,49065.61301525004,0.8258352343882195
RASS-Cnt_Broad_grp10219.0.fits,71830.74004690348,71769.17480177947,0.8987338160186606
RASS-Cnt_Broad_grp10220.0.fits,15917.424667159248,15783.118790704231,0.4097373462302543
RASS-Cnt_Broad_grp1022.0.fits,94433.79541634554,94215.5345637254,0.9464608667895533
RASS-Cnt_Broad_grp10221.0.fits,62451.97362553609,62202.844685356285,0.8550756865194111
RASS-Cnt_Broad_grp10222.0.fits,12918.842865472934,12762.209063828906,0.4999476966010709
RASS-Cnt_Broad_grp10223.0.fits,77920.3962746084,77665.3745215912,0.9155299315943775
RASS-Cnt_Broad_grp10224.0.fits,17115.811161895046,17046.9770959212,0.424159804892905
RASS-Cnt_Broad_grp10225.0.fits,48742.1146005984,48455.8854600891,0.8265974540321285
RASS-Cnt_Broad_grp10226.0.fits,76527.71308638973,76359.18924429061,0.9266387824176708
RASS-Cnt_Broad_grp10227.0.fits,52531.93944519117,52414.79945593127,0.8682090716117804
RASS-Cnt_Broad_grp10228.0.fits,49720.48665091068,49584.690390854994,0.6707928218888889
RASS-Cnt_Broad_grp10229.0.fits,80808.54448712106,80662.72202478434,0.9226976371566263
RASS-Cnt_Broad_grp10230.0.fits,50726.58336731426,50509.02183479979,0.7477258716064256
RASS-Cnt_Broad_grp1023.0.fits,65604.78312455233,65300.96447980965,0.7126720214190094
RASS-Cnt_Broad_grp10231.0.fits,59618.57477589136,59551.972807892496,0.8169603999236947
RASS-Cnt_Broad_grp10232.0.fits,53664.41819688021,53354.10740223065,0.7752513331619812
RASS-Cnt_Broad_grp10233.0.fits,45191.174715946516,45077.25338814585,0.8877351623868809
RASS-Cnt_Broad_grp10234.0.fits,57499.52622520022,57283.631682166844,0.8533106957443106
RASS-Cnt_Broad_grp10235.0.fits,69277.49659007687,68971.42860965616,0.8730685716961177
RASS-Cnt_Broad_grp10236.0.fits,52598.22865918039,52208.94072381547,0.6820968940682731
RASS-Cnt_Broad_grp10237.0.fits,20551.399017638512,20480.34705928709,0.6630098702931727
RASS-Cnt_Broad_grp10238.0.fits,71737.32937766364,71375.20980770337,0.8786635472931726
RASS-Cnt_Broad_grp10239.0.fits,52888.13940640853,52752.65866641368,0.6921833193815261
RASS-Cnt_Broad_grp10240.0.fits,77797.66036002415,77251.73841343525,0.9166251461231593
RASS-Cnt_Broad_grp1024.0.fits,102966.95953597897,102613.52549105232,0.9392625522397186
RASS-Cnt_Broad_grp10241.0.fits,33903.97328137217,33728.12352274604,0.7008979915756357
RASS-Cnt_Broad_grp10242.0.fits,52884.47976268813,52593.50081946074,0.7525595970789826
RASS-Cnt_Broad_grp10243.0.fits,60786.40195369455,60514.279116732214,0.8146463655341366
RASS-Cnt_Broad_grp10244.0.fits,65401.30552617302,65154.21876274987,0.8220343494444445
RASS-Cnt_Broad_grp10245.0.fits,73478.89486956954,73182.32657533392,0.9022821539477912
RASS-Cnt_Broad_grp10246.0.fits,71598.70952517608,71173.86512428621,0.8736023521767068
RASS-Cnt_Broad_grp10247.0.fits,57672.65981848767,57512.58321752938,0.7178076431700132
RASS-Cnt_Broad_grp10248.0.fits,51708.641282693934,51594.20309062702,0.6648666789424363
RASS-Cnt_Broad_grp10249.0.fits,74139.99236781611,74134.70943660653,0.906285046935743
RASS-Cnt_Broad_grp10250.0.fits,63401.04742291247,63246.776783708294,0.8564682898072291
RASS-Cnt_Broad_grp1025.0.fits,100791.96991418296,100078.52886802953,0.9136282376746988
RASS-Cnt_Broad_grp10251.0.fits,63602.94602705949,63271.27678110136,0.8771059239303882
RASS-Cnt_Broad_grp10252.0.fits,78515.89333040228,78357.44482367916,0.8992744845890229
RASS-Cnt_Broad_grp10253.0.fits,62392.96608153636,62264.204926936756,0.8211825610035706
RASS-Cnt_Broad_grp10254.0.fits,89241.90522701366,89062.71171329085,0.9345422522115127
RASS-Cnt_Broad_grp10255.0.fits,65615.12217503249,65224.46518095148,0.8816954172757698
RASS-Cnt_Broad_grp10256.0.fits,74902.9697881208,74396.70948533545,0.8855041826425701
RASS-Cnt_Broad_grp10257.0.fits,56890.88902224147,56648.89075494127,0.7047079316185156
RASS-Cnt_Broad_grp10258.0.fits,40941.176593299795,40813.47582884119,0.8569826773373495
RASS-Cnt_Broad_grp10259.0.fits,79921.45962709958,79544.11109089303,0.9283620361017403
RASS-Cnt_Broad_grp10260.0.fits,53773.17146413323,53509.68801827886,0.787059058860221
RASS-Cnt_Broad_grp1026.0.fits,124363.72010950776,123928.9732398445,0.9862314790697638
