id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,sky,peak,flux,mag,image
4,127.0,227.0,0.42992001029485005,-4.946168201397947e-07,0.0,25,0.0,0.02131082896169847,1.5521469696312085,-0.47733210332003345,24
1,266.0,38.00000000000001,0.40609823472340073,-9.113864827125516e-07,2.8149737597439545e-15,25,0.0,0.023127995545719707,1.0782023848297377,-0.0817507202276713,26
2,216.0,41.0,0.4060982347234009,1.6682677743819087e-07,0.0,25,0.0,0.030399714806633255,1.4172021495707143,-0.378579505966975,26
3,248.0,204.0,0.42992001029485005,3.865573889037146e-06,0.0,25,0.0,0.016555873252950413,1.2066967950455318,-0.20399539814979983,26
1,94.0,30.000000000000004,0.4299200102948499,-2.194138638163085e-07,0.0,25,0.0,0.023122146496559134,1.6281933761903107,-0.529264959038076,28
2,275.0,119.0,0.4060982347234006,-1.5194950286584502e-07,0.0,25,0.0,0.030188061015408447,1.3596567434605586,-0.3335732024753494,28
3,211.0,187.0,0.4299200102948501,-6.687679956263618e-07,-4.1052985786232635e-15,25,0.0,0.021591533562854995,1.5204121267055724,-0.4549033121216519,28
4,214.0,207.0,0.4299200102948498,5.6537923927128734e-06,0.0,25,0.0,0.021743549047508588,1.5311166088879762,-0.462520668888183,28
1,233.0,250.0,0.42992001029484983,-4.401146574644279e-09,0.0,25,0.0,0.02304610914284081,1.7041369313483938,-0.5787612210000103,31
1,236.0,39.0,0.40609823472340084,7.128915177539689e-07,0.0,25,0.0,0.031887775626530626,1.5194731072170058,-0.4542325450303416,32
2,272.0,235.0,0.4299200102948501,-6.970287408324876e-07,-4.1052985786232635e-15,25,0.0,0.021591533562854995,1.6085555203524111,-0.5160901386413762,32
1,135.0,139.0,0.42992001029485005,-5.872472126611876e-07,0.0,25,0.0,0.02131082896169847,1.418732110660013,-0.3797509959630412,34
2,262.0,148.0,0.4060982347234012,2.7773442051738443e-07,-5.225523633920191e-15,25,0.0,0.02491796234699427,1.0610327933375785,-0.06432201711777925,34
3,244.0,259.0,0.42992001029485016,-2.7309252626223973e-07,0.0,25,0.0,0.019968560972609586,1.3293729073810587,-0.30911705901767017,34
1,266.0,83.0,0.42992001029484983,-8.57052914394332e-08,0.0,25,0.0,0.02033004353389129,1.4593963040924487,-0.41043310517827436,37
2,233.0,258.0,0.39546730331763136,-1.9898988048595294e-08,0.0,25,0.0,0.03464346750779802,1.04930625303803,-0.05225565230744128,37
1,213.0,245.0,0.40609823472340084,-3.0913896912430044e-07,0.0,25,0.0,0.023154257783098382,1.1177670537894864,-0.12087826157086162,39
2,181.0,262.0,0.4060982347234006,-8.927259264396321e-08,0.0,25,0.0,0.023101722150995985,1.1152309069060857,-0.1184119918076505,39
1,110.0,52.00000000000001,0.40609823472340073,1.4694622909127746e-06,0.0,25,0.0,0.023824880111374704,1.0319112233168493,-0.03410583992845413,40
2,108.0,127.0,0.42992001029484994,7.854787672537133e-07,-1.62757995162896e-15,25,0.0,0.027230518524503262,1.8439591537994622,-0.6643782415283357,40
3,178.0,155.0,0.39546730331763097,5.921029661249922e-07,0.0,25,0.0,0.03630703404800783,1.0373662888962936,-0.039830326745126245,40
1,232.0,214.0,0.3954673033176315,-2.540966972637422e-16,0.0,25,0.0,0.035003739029239464,1.104914533455284,-0.10832171522416041,45
2,86.0,231.0,0.40609823472340123,-8.965465957011083e-07,0.0,25,0.0,0.022104278822098505,1.057695977612608,-0.06090213186748717,45
1,189.0,107.0,0.4060982347234013,-3.9051398526914135e-07,-4.390608702329844e-15,25,0.0,0.02965634379676279,1.3728382701814674,-0.34404844341077423,48
2,115.0,115.0,0.42992001029484994,7.555393491211262e-07,-2.2483894132197645e-15,25,0.0,0.019711819386071208,1.4266329622364249,-0.3857806353465484,48
3,214.0,139.0,0.406098234723401,2.473222854075529e-08,0.0,25,0.0,0.028218340071648394,1.3062708416397193,-0.2900830817706759,48
4,241.0,158.0,0.3954673033176318,-3.061580525752032e-08,0.0,25,0.0,0.03642844631716825,1.1124286483003414,-0.11568041173198221,48
5,241.0,234.0,0.42992001029484983,4.164192215143319e-08,0.0,25,0.0,0.023866389105428227,1.72731784522253,-0.5934306495428233,48
1,177.0,149.0,0.4060982347234011,-1.5447156021486169e-06,0.0,25,0.0,0.028376960821734,1.248662042628486,-0.2411122751141913,50
2,57.0,167.0,0.42992001029485,2.0144024655501497e-06,2.1850481073246404e-15,25,0.0,0.02028323581269218,1.3954042536978704,-0.36175010633028815,50
3,249.0,182.0,0.4060982347234009,1.198740898952181e-06,0.0,25,0.0,0.024275563745775795,1.0681896205580417,-0.07162088419450713,50
1,219.0,38.0,0.4060982347234007,-5.039613307701927e-07,0.0,25,0.0,0.024693270746880953,1.1813787693686464,-0.18097290464685126,52
2,154.0,219.0,0.40609823472340123,3.7452390285534385e-08,-5.126350783125385e-15,25,0.0,0.025400017802521012,1.2151910567486985,-0.21161141164352593,52
1,95.0,266.0,0.4299200102948497,1.1249498644805877e-06,0.0,25,0.0,0.017129521223300755,1.298765020079838,-0.28382645790985367,53
1,78.0,86.0,0.42992001029485,3.6011908507401375e-09,0.0,25,0.0,0.0223848514541107,1.5438806214439815,-0.471534290108546,55
2,159.0,114.0,0.4060982347234012,-5.645480878620165e-07,0.0,25,0.0,0.026540531877020462,1.1708071014817965,-0.17121336991216723,55
3,28.000000000000004,140.0,0.4060982347234008,-3.312090835134236e-08,0.0,25,0.0,0.02310438974767428,1.019225376391254,-0.020675570174161197,55
1,218.0,25.000000000000004,0.40609823472340073,9.373740813748716e-07,4.781084101310516e-15,25,0.0,0.027234283772097148,1.2767692428487274,-0.26528103013339743,56
2,135.0,107.0,0.42992001029485,2.927019198473523e-07,0.0,25,0.0,0.0223848514541107,1.6407198929248907,-0.537586109335123,56
1,140.0,40.0,0.42992001029485005,1.1750316865565653e-08,0.0,25,0.0,0.017735118966516028,1.3312664288612408,-0.31066245086737065,58
2,168.0,102.0,0.42992001029484994,2.182640331865391e-06,0.0,25,0.0,0.020120598089252692,1.5103296919182543,-0.44767940093464775,58
3,186.0,104.0,0.4060982347234012,7.387902380315316e-07,-5.225523633920191e-15,25,0.0,0.02491796234699427,1.1963537803587578,-0.19464906563974166,58
1,127.0,85.0,0.40609823472340056,-2.912747209012022e-10,0.0,25,0.0,0.028932774294307878,1.3159509150968387,-0.298099226044101,60
2,181.0,107.0,0.4060982347234012,-4.912900113359996e-07,4.952049025938825e-15,25,0.0,0.026294045246990853,1.1959334612160812,-0.19426754313063666,60
3,138.0,195.0,0.4299200102948498,-7.853728166222489e-07,0.0,25,0.0,0.027321469456143922,1.9428417982584119,-0.7210935957601028,60
1,102.0,178.0,0.40609823472340123,-5.980241285437782e-07,0.0,25,0.0,0.030944803988183868,1.521239863130958,-0.4554942432539617,61
2,58.0,261.0,0.42992001029485005,2.7999837364102987e-06,0.0,25,0.0,0.01882377070799698,1.4467728776565971,-0.40100089634904956,61
1,90.0,27.000000000000004,0.40609823472340106,8.318297872138146e-11,0.0,25,0.0,0.02076131034986048,1.0231608421289577,-0.024859776749363675,63
2,154.0,109.0,0.42992001029485016,1.4217397527884897e-06,0.0,25,0.0,0.019968560972609586,1.5385786162992001,-0.4677992304197389,63
1,29.000000000000004,173.0,0.42992001029485,7.481275681836635e-08,0.0,25,0.0,0.02162578543954044,1.669378997926471,-0.5563873636013047,64
2,140.0,195.0,0.4299200102948501,-1.0184167708475737e-06,-4.1052985786232635e-15,25,0.0,0.021591533562854995,1.6667349615404585,-0.5546663632596266,64
1,168.0,115.0,0.42992001029485005,0.0,0.0,25,0.0,0.016555873252950413,1.2294270784308838,-0.22425693582984085,68
2,248.0,245.0,0.4299200102948498,6.829230592014478e-07,0.0,25,0.0,0.029083504716110244,2.1597198581649075,-0.8359935538687153,68
3,229.0,263.0,0.40609823472340073,1.1637266487871304e-06,2.8149737597439545e-15,25,0.0,0.023127995545719707,1.098512247136961,-0.10201225790771241,68
1,81.0,31.000000000000004,0.42992001029485,1.9102499542048286e-16,2.1850481073246404e-15,25,0.0,0.02028323581269218,1.4276243894011966,-0.38653489698301013,69
2,38.00000000000001,85.0,0.40609823472340056,-1.4858022844947607e-06,0.0,25,0.0,0.023432966101180175,1.0549216611812093,-0.05805052496121007,69
3,185.0,90.0,0.4060982347234011,-2.1580998577654175e-06,0.0,25,0.0,0.03353076946825555,1.5095116373831492,-0.4470911637717623,69
4,64.0,251.0,0.42992001029485005,-2.1643546904072664e-07,0.0,25,0.0,0.01909367526861475,1.3438978252041942,-0.3209156278272318,69
1,161.0,81.0,0.406098234723401,-3.1707060264097776e-06,0.0,25,0.0,0.0245066811799014,1.1630279960763437,-0.16397542266620133,71
2,240.0,81.0,0.4299200102948503,2.7840205351336557e-08,0.0,25,0.0,0.018440195929100983,1.3682169699548623,-0.3403874316590737,71
3,81.0,86.0,0.40609823472340095,-9.48405262708034e-07,0.0,25,0.0,0.02774146744060039,1.3165431520004944,-0.2985877460882506,71
4,83.0,132.0,0.42992001029485016,-7.266811922491798e-17,0.0,25,0.0,0.01777306228902413,1.3187173024301577,-0.30037926113010366,71
5,187.0,184.0,0.4060982347234005,-6.803560353121497e-08,2.9048990968447265e-15,25,0.0,0.02241203511935828,1.063621144842623,-0.06696740635451913,71
1,199.0,232.0,0.40609823472340123,2.2537085198572194e-07,0.0,25,0.0,0.030944803988183868,1.5224414639919042,-0.45635150883860065,72
1,66.0,107.0,0.4299200102948498,2.233553627758542e-08,2.349119505196832e-15,25,0.0,0.018866577849656438,1.4321928994684636,-0.3900037906221534,74
2,126.0,164.0,0.40609823472340106,-3.589761856869167e-07,0.0,25,0.0,0.022027484881441305,1.0695215085030438,-0.07297380707545759,74
3,175.0,241.0,0.42992001029485,0.0,0.0,25,0.0,0.02162578543954044,1.6416488776475333,-0.5382006852371448,74
1,58.0,93.0,0.42992001029485005,-1.0166275085632458e-08,0.0,25,0.0,0.02415660757262315,1.7876948085836029,-0.6307334474177205,76
2,105.0,111.0,0.42992001029485005,-3.463630143876661e-06,-3.901707699642372e-15,25,0.0,0.022718178518090867,1.681244755712046,-0.5640773566466954,76
3,48.0,136.0,0.42992001029485016,-4.4284502845448637e-07,0.0,25,0.0,0.021332336932474376,1.578686405965387,-0.49573967320841383,76
4,29.000011363791675,187.00019904022298,0.4060472008759802,0.0027183801356336374,-0.0004656985087224377,25,0.0,0.026498495807275882,1.254603014241631,-0.24626581653775165,76
1,156.0,194.0,0.4060982347234012,-2.0227865142449174e-16,-5.225523633920191e-15,25,0.0,0.02491796234699427,1.0931270284780283,-0.09667658182188105,77
2,279.0,212.0,0.4060982347234003,1.0466116727889676e-09,0.0,25,0.0,0.024767393808606833,1.0865217315979008,-0.09009604274505471,77
1,124.0,277.0,0.42992001029485,1.1895321652282486e-16,2.0409776745544205e-15,25,0.0,0.0217150077511839,1.5845201397314232,-0.49974440893987226,79
1,93.0,126.0,0.4060982347234007,-3.815718879407772e-07,0.0,25,0.0,0.023043588995638443,1.1377656097626767,-0.14013200648494625,80
1,245.0,73.0,0.40609823472340123,5.047153580963142e-07,0.0,25,0.0,0.030944803988183868,1.4405264188264542,-0.39630306880303007,82
2,87.0,278.0,0.40609823472340073,1.519127910831971e-06,2.8149737597439545e-15,25,0.0,0.023127995545719707,1.0766424182499768,-0.08017871607468585,82
1,64.0,43.0,0.40609823472340095,1.1201568678686458e-09,0.0,25,0.0,0.027729484315572928,1.3563171200881374,-0.3309031091568494,84
2,97.0,230.0,0.4060982347234007,9.819577982763582e-17,-5.0734406683750504e-15,25,0.0,0.025664910593121634,1.2553337533014652,-0.24689801563230174,84
1,95.0,58.0,0.4060982347234006,8.558283130426223e-07,7.296051064865603e-15,25,0.0,0.035693116727315594,1.5987714115562108,-0.5094659345431138,85
2,169.0,102.0,0.42992001029485005,7.491181339911196e-07,0.0,25,0.0,0.025214479295967568,1.7657762810279252,-0.6173391970424991,85
3,39.0,138.0,0.39546730331763086,-1.9975121532698015e-06,0.0,25,0.0,0.03877766025692944,1.145811690736659,-0.14778312262592616,85
4,69.0,206.0,0.42992001029484983,-1.6783961324624275e-06,0.0,25,0.0,0.015392121051219307,1.077914080553719,-0.08146036263581465,85
5,165.0,256.0,0.39546730331763086,-5.863572771831294e-08,0.0,25,0.0,0.03877766025692944,1.145811690736659,-0.14778312262592616,85
1,228.0,49.00000000000001,0.39546730331763086,-6.991582303862981e-07,0.0,25,0.0,0.03338573703850827,1.0540661640349427,-0.05716968130283586,87
2,149.0,134.0,0.4060982347234013,-8.21245441916559e-08,-4.390608702329844e-15,25,0.0,0.02965634379676279,1.4193672024667814,-0.3802369142508713,87
1,197.0,148.0,0.40609823472340134,-3.656292267638519e-08,0.0,25,0.0,0.025324987203948567,1.2425999404499763,-0.23582832116021343,88
2,122.0,234.0,0.4299200102948504,-8.387250754032884e-07,0.0,25,0.0,0.020853136803076287,1.5996952656471892,-0.5100931487451772,88
1,93.0,57.0,0.4299200102948498,-4.0507519524274007e-07,0.0,25,0.0,0.021743549047508588,1.5154373713673768,-0.451344982356953,90
2,211.0,245.0,0.40609823472340045,1.0087783551146682e-07,0.0,25,0.0,0.030730090501785674,1.3698960914300127,-0.3417190663764271,90
1,96.0,231.0,0.40609823472340056,3.2234110481486756e-09,0.0,25,0.0,0.024892870049085233,1.2280071348929866,-0.2230022253102078,92
1,70.0,190.0,0.40609823472340134,-9.156218357838443e-07,-4.978565966048891e-15,25,0.0,0.02615399736416272,1.2963493405226618,-0.2818051277120923,93
1,199.0,45.0,0.4299200102948503,0.0,0.0,25,0.0,0.018440195929100983,1.3197999792085513,-0.301270292961131,95
2,113.0,69.0,0.4060982347234007,-3.271024319820272e-08,-2.60937384615362e-15,25,0.0,0.024950315445463965,1.142180794913313,-0.14433713372068718,95
3,123.0,152.0,0.4299200102948499,-2.0464704476272256e-06,0.0,25,0.0,0.01585373982629371,1.1346823848058931,-0.13718578195075165,95
4,138.0,217.0,0.406098234723401,1.029484885412923e-06,4.516363484073619e-15,25,0.0,0.028830584963437808,1.3198125900785722,-0.30128066727008423,95
1,273.0,27.000000000000004,0.4299200102948502,4.0632704772726317e-07,0.0,25,0.0,0.028999448644508152,2.1221956407154465,-0.8169635452453389,98
2,71.0,275.0,0.4060982347234011,2.2703788354993474e-06,0.0,25,0.0,0.02927915473793692,1.3704728579214844,-0.3421760970042753,98
1,117.0,47.00000000000001,0.4060982347234007,5.658842652960708e-11,-3.149496115751774e-15,25,0.0,0.02067146558811858,1.0047992391863947,-0.005198243885679369,99
1,236.99988496847013,109.9999725669268,0.4060652041247601,-0.000943742779031737,0.0002880220978166062,25,0.0,0.022194092382886884,1.021642501868801,-0.023247379841456993,0
2,69.0,128.0,0.4060982347234011,-2.516420794827759e-08,-4.921848483169334e-15,25,0.0,0.026455385938558323,1.217597718764147,-0.21375956438204763,0
3,262.0,168.0,0.42992001029485005,-1.717202113986585e-07,0.0,25,0.0,0.02234994352731818,1.608236548636368,-0.515874819071998,0
4,247.0,200.0,0.4299200102948503,-3.718531325373462e-07,0.0,25,0.0,0.024597869152736394,1.7699907000504425,-0.6199274612048196,0
5,112.0,257.0,0.40609823472340123,6.234573877291672e-07,0.0,25,0.0,0.0293048777489131,1.348744349396675,-0.32482409551382363,0
1,87.0,128.0,0.40609823472340095,1.5542692403336754e-10,0.0,25,0.0,0.02774146744060039,1.3022490629155072,-0.2867351339779615,1
2,119.0,174.0,0.4299200102948503,-1.7066312135175754e-06,0.0,25,0.0,0.018440195929100983,1.3533618433102033,-0.32853481954878466,1
3,84.0,273.0,0.42992001029484994,4.685151550338903e-07,0.0,25,0.0,0.01941301507440647,1.4247589324062235,-0.38435347106777185,1
1,213.0,83.0,0.42992001029485,-1.2557596037741123e-07,0.0,25,0.0,0.019780241610175674,1.267992546347571,-0.2577917515897693,2
1,65.0,77.0,0.4299200102948498,-5.895347717819864e-07,0.0,25,0.0,0.029083504716110244,2.1039574687462155,-0.8075923908958871,3
2,43.0,208.0,0.42992001029485016,1.2727234944771618e-06,0.0,25,0.0,0.027321578538937463,1.9764962918341802,-0.7397400097161123,3
3,117.0,220.0,0.4299200102948498,-2.7672602859933062e-06,2.349119505196832e-15,25,0.0,0.018866577849656438,1.364845047525465,-0.33770837052152675,3
1,105.0,24.000000000000004,0.42992001029485005,1.0297830749974431e-10,0.0,25,0.0,0.017735118966516028,1.2354810755275745,-0.22959024371616282,4
2,80.0,142.0,0.40609823472340084,-7.773932859088062e-07,0.0,25,0.0,0.025592288594798708,1.1403215785203762,-0.14256835659236183,4
1,215.03447235972146,134.96745293606392,0.4247284608155154,-0.30909538846915735,-0.6403134709501833,25,0.0,0.02594589047029755,1.6074391824696725,-0.5153363758919228,5
2,158.0,260.0,0.40609823472340084,-1.9839526286636533e-07,0.0,25,0.0,0.027429264490520196,1.2658222308099691,-0.25593179659035004,5
3,94.0,274.0,0.4060982347234011,-2.5136574870336483e-08,0.0,25,0.0,0.02927915473793692,1.3511920809766746,-0.3267927281780097,5
1,176.0,30.000000000000004,0.4299200102948502,-5.482190348236155e-08,0.0,25,0.0,0.019460667755656903,1.4332157180991685,-0.39077890608639443,6
2,231.0,38.00000000000001,0.4060982347234011,9.752110906398178e-07,4.7574999535058845e-15,25,0.0,0.026685058826109533,1.2570085030966782,-0.24834553875641424,6
3,29.000000000000004,62.00000000000001,0.40609823472340106,-9.398376465661767e-07,0.0,25,0.0,0.023982840036573454,1.1297195951797494,-0.13242665433239856,6
4,72.0,255.0,0.40609823472340095,-7.837391320536238e-08,0.0,25,0.0,0.02774146744060039,1.3067709795376259,-0.290498703002115,6
1,209.0,53.0,0.42992001029485005,3.934420936608349e-07,-3.901707699642372e-15,25,0.0,0.022718178518090867,1.5262297985366828,-0.4590498214698036,11
1,94.0,67.0,0.40609823472340073,-2.898764859495098e-07,-4.253198353168205e-15,25,0.0,0.03061446712363167,1.3518253183728064,-0.32730144024174285,14
2,258.0,196.0,0.406098234723401,-8.865004716408167e-08,0.0,25,0.0,0.03130505859227398,1.382319366438151,-0.3515209814345848,14
1,84.0,99.0,0.4060982347234007,-1.61352168231024e-06,0.0,25,0.0,0.025496099381701543,1.2526844033983424,-0.24460417563664616,19
2,32.0,276.0,0.42992001029484983,-7.791589171705829e-07,0.0,25,0.0,0.020997612992869424,1.6129526827397056,-0.5190540679974169,19
1,162.0,71.0,0.4299200102948498,1.376791078915178e-07,0.0,25,0.0,0.020774759802431528,1.5836912971575194,-0.49917632538295786,22
2,211.0,265.0,0.4299200102948499,1.7390473040317725e-07,0.0,25,0.0,0.023491769019730043,1.790813010845338,-0.6326256025376885,22
3,79.0,273.0,0.42992001029485033,-6.68993879168404e-07,0.0,25,0.0,0.018845178824446803,1.436596426696613,-0.3933369546517463,22
1,24.000000000000004,225.0,0.4060982347234012,1.1086580271965125e-06,0.0,25,0.0,0.033530635594951036,1.5916852703050979,-0.5046429931734987,25
1,108.0,233.72339472170327,0.42182064937208086,-0.3278052551334999,-0.9227361432937768,25,0.0,0.026518007398124703,1.4260935577384364,-0.3853700449900216,27
2,108.0,244.0,0.40609823472340095,1.0504957342081504e-06,0.0,25,0.0,0.02774146744060039,1.3521250967115612,-0.32754218444718847,27
3,137.0,251.0,0.42992001029485005,-9.702676939877589e-11,0.0,25,0.0,0.02234994352731818,1.7031294039453113,-0.578119117387877,27
1,89.0,98.0,0.42992001029485033,-5.145438746214883e-07,0.0,25,0.0,0.020187509733859528,1.5216791778712182,-0.4558077448066953,30
1,113.0,143.0,0.40609823472340056,-1.0754873706624811e-16,0.0,25,0.0,0.023432966101180175,1.0958175603489746,-0.09934563918255934,35
2,123.0,170.0,0.4060982347234007,-9.431243259520535e-08,0.0,25,0.0,0.029372465871831076,1.3735719052434594,-0.34462849818479,35
3,189.0,200.0,0.4299200102948499,-8.206013125811326e-07,4.359726915801485e-15,25,0.0,0.020331478039282102,1.4864959025223778,-0.4304092910599703,35
4,150.0,246.0,0.42992001029484983,7.607244186572319e-07,0.0,25,0.0,0.02304610914284081,1.68497079965004,-0.5664809474980056,35
5,202.0,266.0,0.42992001029484983,2.9896840732227346e-07,0.0,25,0.0,0.02416461474253008,1.766748129742522,-0.6179366006207389,35
1,65.0,113.0,0.42992001029485,-1.4519261643970555e-07,0.0,25,0.0,0.019780241610175674,1.5138439041644085,-0.45020274098973334,38
2,45.0,270.0,0.40609823472340073,-1.0973114174981642e-10,4.781084101310516e-15,25,0.0,0.027234283772097148,1.3331582033888085,-0.31220422346330423,38
1,157.0,239.0,0.4299200102948502,-4.6027681104735705e-07,-2.1145934752383307e-15,25,0.0,0.020959038482773765,1.6256486792752731,-0.5275667388497763,41
1,146.0,258.0,0.40609823472340073,-3.319947975288135e-08,0.0,25,0.0,0.026498495807275882,1.3093283856117404,-0.2926214581897934,43
1,38.0,24.000000000000004,0.42992001029485016,2.1244173564061113e-07,0.0,25,0.0,0.027321578538937463,1.8140767348635158,-0.6466391340744622,46
1,204.0,39.00000000000001,0.40609823472340123,-2.1354304936179075e-06,0.0,25,0.0,0.022104278822098505,1.0303521516953211,-0.032464205937081166,51
2,167.0,97.0,0.40609823472340073,-1.5168381643060565e-07,0.0,25,0.0,0.023824880111374704,1.1105549601598583,-0.11385014044742825,51
3,42.0,143.0,0.4299200102948496,-1.0361244318452609e-09,0.0,25,0.0,0.02091231073980067,1.5240356606111054,-0.45748782273440025,51
4,115.0,164.0,0.40609823472340056,-7.02802067126508e-07,0.0,25,0.0,0.027592815389356477,1.2861906482708836,-0.2732633688952965,51
1,187.0,35.0,0.40609823472340123,-1.0486322254649966e-06,0.0,25,0.0,0.030944803988183868,1.4898711916382417,-0.43287180663660246,57
2,201.0,153.0,0.42992001029484994,-5.936817518201947e-07,0.0,25,0.0,0.020120598089252692,1.5145570814419642,-0.450714114753411,57
3,231.0,265.0,0.4060982347234005,7.496531878589028e-11,0.0,25,0.0,0.02929034243000667,1.4102153433044688,-0.3732135888510965,57
1,98.0,38.00000000000001,0.39546730331763175,-9.098093005290126e-07,0.0,25,0.0,0.03279686620852305,1.0111177099055688,-0.012004293000031148,59
2,251.0,122.0,0.4299200102948501,-1.602881025546929e-06,0.0,25,0.0,0.017872249636018418,1.305878038111184,-0.28975654524068856,59
