ra,dec,image
336.9210554166666,56.25,rs930737n00.public_contents
346.15038874999993,56.25,rs930738n00.public_contents
355.3834583333333,56.25,rs930739n00.public_contents
4.18361125,50.625,rs930801n00.public_contents
12.55456958333333,50.625,rs930802n00.public_contents
20.929277916666663,50.625,rs930803n00.public_contents
29.300236249999998,50.625,rs930804n00.public_contents
37.67119458333333,50.625,rs930805n00.public_contents
46.04590291666667,50.625,rs930806n00.public_contents
54.41686124999999,50.625,rs930807n00.public_contents
62.78781958333333,50.625,rs930808n00.public_contents
71.16252791666666,50.625,rs930809n00.public_contents
79.53348625,50.625,rs930810n00.public_contents
87.90444458333332,50.625,rs930811n00.public_contents
96.27540291666665,50.625,rs930812n00.public_contents
104.65011124999998,50.625,rs930813n00.public_contents
113.02106958333333,50.625,rs930814n00.public_contents
121.39204166666667,50.625,rs930815n00.public_contents
129.76674999999997,50.625,rs930816n00.public_contents
138.1377083333333,50.625,rs930817n00.public_contents
146.50866666666667,50.625,rs930818n00.public_contents
154.88337499999997,50.625,rs930819n00.public_contents
163.2543333333333,50.625,rs930820n00.public_contents
171.62529166666667,50.625,rs930821n00.public_contents
179.99999999999997,50.625,rs930822n00.public_contents
188.37095833333333,50.625,rs930823n00.public_contents
196.74191666666664,50.625,rs930824n00.public_contents
205.11287499999995,50.625,rs930825n00.public_contents
213.4875833333333,50.625,rs930826n00.public_contents
221.85854166666664,50.625,rs930827n00.public_contents
230.22949999999997,50.625,rs930828n00.public_contents
238.60420833333333,50.625,rs930829n00.public_contents
246.97518041666663,50.625,rs930830n00.public_contents
255.34613874999997,50.625,rs930831n00.public_contents
263.7208470833333,50.625,rs930832n00.public_contents
272.09180541666666,50.625,rs930833n00.public_contents
280.46276374999997,50.625,rs930834n00.public_contents
288.83372208333327,50.625,rs930835n00.public_contents
297.20843041666666,50.625,rs930836n00.public_contents
305.57938874999996,50.625,rs930837n00.public_contents
313.9503470833333,50.625,rs930838n00.public_contents
322.32505541666666,50.625,rs930839n00.public_contents
330.69601375,50.625,rs930840n00.public_contents
339.0669720833333,50.625,rs930841n00.public_contents
347.4416804166666,50.625,rs930842n00.public_contents
355.81263874999996,50.625,rs930843n00.public_contents
3.7499999999999996,45.0,rs930901n00.public_contents
11.249999999999998,45.0,rs930902n00.public_contents
18.749999999999996,45.0,rs930903n00.public_contents
26.249999999999996,45.0,rs930904n00.public_contents
33.74999999999999,45.0,rs930905n00.public_contents
41.24999999999999,45.0,rs930906n00.public_contents
48.74999999999999,45.0,rs930907n00.public_contents
56.24999999999999,45.0,rs930908n00.public_contents
63.74999999999999,45.0,rs930909n00.public_contents
71.24999999999999,45.0,rs930910n00.public_contents
78.74999999999999,45.0,rs930911n00.public_contents
86.24999999999999,45.0,rs930912n00.public_contents
93.74999999999999,45.0,rs930913n00.public_contents
101.24999999999999,45.0,rs930914n00.public_contents
108.74999999999999,45.0,rs930915n00.public_contents
116.24999999999999,45.0,rs930916n00.public_contents
123.74999999999999,45.0,rs930917n00.public_contents
131.24999999999997,45.0,rs930918n00.public_contents
138.74999999999997,45.0,rs930919n00.public_contents
146.24999999999997,45.0,rs930920n00.public_contents
153.74999999999997,45.0,rs930921n00.public_contents
161.24999999999997,45.0,rs930922n00.public_contents
168.74999999999997,45.0,rs930923n00.public_contents
176.24999999999997,45.0,rs930924n00.public_contents
183.74999999999997,45.0,rs930925n00.public_contents
191.24999999999997,45.0,rs930926n00.public_contents
198.74999999999997,45.0,rs930927n00.public_contents
206.24999999999997,45.0,rs930928n00.public_contents
213.74999999999997,45.0,rs930929n00.public_contents
221.24999999999997,45.0,rs930930n00.public_contents
228.74999999999997,45.0,rs930931n00.public_contents
236.24999999999997,45.0,rs930932n00.public_contents
243.74999999999997,45.0,rs930933n00.public_contents
251.24999999999997,45.0,rs930934n00.public_contents
258.74999999999994,45.0,rs930935n00.public_contents
266.24999999999994,45.0,rs930936n00.public_contents
273.74999999999994,45.0,rs930937n00.public_contents
281.24999999999994,45.0,rs930938n00.public_contents
288.74999999999994,45.0,rs930939n00.public_contents
296.24999999999994,45.0,rs930940n00.public_contents
303.74999999999994,45.0,rs930941n00.public_contents
311.24999999999994,45.0,rs930942n00.public_contents
318.74999999999994,45.0,rs930943n00.public_contents
326.24999999999994,45.0,rs930944n00.public_contents
333.74999999999994,45.0,rs930945n00.public_contents
341.24999999999994,45.0,rs930946n00.public_contents
348.74999999999994,45.0,rs930947n00.public_contents
356.24999999999994,45.0,rs930948n00.public_contents
3.4586529166666664,39.375,rs931001n00.public_contents
10.383458333333332,39.375,rs931002n00.public_contents
17.304513749999995,39.375,rs931003n00.public_contents
24.229333333333333,39.375,rs931004n00.public_contents
31.15038875,39.375,rs931005n00.public_contents
38.07519458333333,39.375,rs931006n00.public_contents
44.99999999999999,39.375,rs931007n00.public_contents
51.92105541666666,39.375,rs931008n00.public_contents
58.84586124999999,39.375,rs931009n00.public_contents
65.76691666666666,39.375,rs931010n00.public_contents
72.69173624999999,39.375,rs931011n00.public_contents
79.61279166666665,39.375,rs931012n00.public_contents
86.53759708333332,39.375,rs931013n00.public_contents
93.45865291666667,39.375,rs931014n00.public_contents
100.38345833333332,39.375,rs931015n00.public_contents
107.30451375,39.375,rs931016n00.public_contents
114.22933333333332,39.375,rs931017n00.public_contents
121.15038874999998,39.375,rs931018n00.public_contents
128.0751945833333,39.375,rs931019n00.public_contents
134.99999999999997,39.375,rs931020n00.public_contents
141.92105541666663,39.375,rs931021n00.public_contents
148.84586124999996,39.375,rs931022n00.public_contents
155.76691666666665,39.375,rs931023n00.public_contents
162.69173625,39.375,rs931024n00.public_contents
169.61279166666665,39.375,rs931025n00.public_contents
176.53759708333334,39.375,rs931026n00.public_contents
183.45865291666664,39.375,rs931027n00.public_contents
190.38345833333332,39.375,rs931028n00.public_contents
197.30451374999998,39.375,rs931029n00.public_contents
204.2293333333333,39.375,rs931030n00.public_contents
211.15038874999996,39.375,rs931031n00.public_contents
218.07519458333329,39.375,rs931032n00.public_contents
224.99999999999997,39.375,rs931033n00.public_contents
231.92105541666663,39.375,rs931034n00.public_contents
238.84586124999996,39.375,rs931035n00.public_contents
245.76691666666665,39.375,rs931036n00.public_contents
252.69173624999996,39.375,rs931037n00.public_contents
259.6127916666666,39.375,rs931038n00.public_contents
266.5375970833333,39.375,rs931039n00.public_contents
273.4586529166666,39.375,rs931040n00.public_contents
280.38345833333335,39.375,rs931041n00.public_contents
287.30451374999996,39.375,rs931042n00.public_contents
294.22933333333333,39.375,rs931043n00.public_contents
301.15038874999993,39.375,rs931044n00.public_contents
308.0751945833333,39.375,rs931045n00.public_contents
314.99999999999994,39.375,rs931046n00.public_contents
321.9210554166666,39.375,rs931047n00.public_contents
328.84586125,39.375,rs931048n00.public_contents
335.76691666666665,39.375,rs931049n00.public_contents
342.69173624999996,39.375,rs931050n00.public_contents
349.6127916666666,39.375,rs931051n00.public_contents
356.5375970833333,39.375,rs931052n00.public_contents
3.2710279166666667,33.75,rs931101n00.public_contents
9.816819583333332,33.75,rs931102n00.public_contents
16.362611249999997,33.75,rs931103n00.public_contents
22.908402916666663,33.75,rs931104n00.public_contents
29.454208333333327,33.75,rs931105n00.public_contents
35.99999999999999,33.75,rs931106n00.public_contents
42.54204166666666,33.75,rs931107n00.public_contents
49.08784708333333,33.75,rs931108n00.public_contents
55.633638749999996,33.75,rs931109n00.public_contents
62.17943041666667,33.75,rs931110n00.public_contents
68.72522208333332,33.75,rs931111n00.public_contents
75.27102791666665,33.75,rs931112n00.public_contents
81.81681958333333,33.75,rs931113n00.public_contents
88.36261124999999,33.75,rs931114n00.public_contents
94.90840291666665,33.75,rs931115n00.public_contents
101.45420833333333,33.75,rs931116n00.public_contents
107.99999999999999,33.75,rs931117n00.public_contents
114.54204166666665,33.75,rs931118n00.public_contents
121.08784708333332,33.75,rs931119n00.public_contents
127.63363874999999,33.75,rs931120n00.public_contents
134.17943041666663,33.75,rs931121n00.public_contents
140.72522208333334,33.75,rs931122n00.public_contents
147.27102791666664,33.75,rs931123n00.public_contents
153.8168195833333,33.75,rs931124n00.public_contents
160.36261125,33.75,rs931125n00.public_contents
166.90840291666666,33.75,rs931126n00.public_contents
173.45420833333333,33.75,rs931127n00.public_contents
179.99999999999997,33.75,rs931128n00.public_contents
186.54204166666665,33.75,rs931129n00.public_contents
193.08784708333332,33.75,rs931130n00.public_contents
199.63363875,33.75,rs931131n00.public_contents
206.1794304166666,33.75,rs931132n00.public_contents
212.7252220833333,33.75,rs931133n00.public_contents
219.27102791666664,33.75,rs931134n00.public_contents
225.8168195833333,33.75,rs931135n00.public_contents
232.36261124999996,33.75,rs931136n00.public_contents
238.90840291666663,33.75,rs931137n00.public_contents
245.4542083333333,33.75,rs931138n00.public_contents
251.99999999999997,33.75,rs931139n00.public_contents
258.54204166666665,33.75,rs931140n00.public_contents
265.0878470833333,33.75,rs931141n00.public_contents
271.63363875,33.75,rs931142n00.public_contents
278.17943041666666,33.75,rs931143n00.public_contents
284.7252220833333,33.75,rs931144n00.public_contents
291.2710279166667,33.75,rs931145n00.public_contents
297.8168195833333,33.75,rs931146n00.public_contents
304.36261125,33.75,rs931147n00.public_contents
310.9084029166666,33.75,rs931148n00.public_contents
317.45420833333327,33.75,rs931149n00.public_contents
324.0,33.75,rs931150n00.public_contents
330.54204166666665,33.75,rs931151n00.public_contents
337.0878470833333,33.75,rs931152n00.public_contents
343.63363874999993,33.75,rs931153n00.public_contents
350.1794304166666,33.75,rs931154n00.public_contents
356.7252220833333,33.75,rs931155n00.public_contents
3.1003470833333333,28.125,rs931201n00.public_contents
9.308527916666666,28.125,rs931202n00.public_contents
15.516722083333335,28.125,rs931203n00.public_contents
21.721166666666665,28.125,rs931204n00.public_contents
27.929347083333333,28.125,rs931205n00.public_contents
34.13754166666666,28.125,rs931206n00.public_contents
40.34198625,28.125,rs931207n00.public_contents
46.55016666666666,28.125,rs931208n00.public_contents
52.75836124999999,28.125,rs931209n00.public_contents
58.962805416666654,28.125,rs931210n00.public_contents
65.17098624999998,28.125,rs931211n00.public_contents
71.37918041666666,28.125,rs931212n00.public_contents
77.583625,28.125,rs931213n00.public_contents
83.79180541666665,28.125,rs931214n00.public_contents
89.99999999999999,28.125,rs931215n00.public_contents
96.20444458333333,28.125,rs931216n00.public_contents
102.41262499999999,28.125,rs931217n00.public_contents
108.61706958333332,28.125,rs931218n00.public_contents
114.82526374999999,28.125,rs931219n00.public_contents
121.0334445833333,28.125,rs931220n00.public_contents
127.23788874999998,28.125,rs931221n00.public_contents
133.44608333333332,28.125,rs931222n00.public_contents
139.65426374999998,28.125,rs931223n00.public_contents
145.8587083333333,28.125,rs931224n00.public_contents
152.06690291666663,28.125,rs931225n00.public_contents
158.27508333333333,28.125,rs931226n00.public_contents
164.47952791666663,28.125,rs931227n00.public_contents
170.6877220833333,28.125,rs931228n00.public_contents
176.89590291666664,28.125,rs931229n00.public_contents
183.1003470833333,28.125,rs931230n00.public_contents
189.30852791666663,28.125,rs931231n00.public_contents
195.51672208333332,28.125,rs931232n00.public_contents
201.72116666666665,28.125,rs931233n00.public_contents
207.9293470833333,28.125,rs931234n00.public_contents
214.13754166666664,28.125,rs931235n00.public_contents
220.34198624999996,28.125,rs931236n00.public_contents
226.55016666666663,28.125,rs931237n00.public_contents
232.75836124999998,28.125,rs931238n00.public_contents
238.96280541666664,28.125,rs931239n00.public_contents
245.17098624999997,28.125,rs931240n00.public_contents
251.37918041666666,28.125,rs931241n00.public_contents
257.583625,28.125,rs931242n00.public_contents
263.79180541666665,28.125,rs931243n00.public_contents
269.99999999999994,28.125,rs931244n00.public_contents
276.20444458333327,28.125,rs931245n00.public_contents
282.412625,28.125,rs931246n00.public_contents
288.6170695833333,28.125,rs931247n00.public_contents
294.82526375,28.125,rs931248n00.public_contents
301.0334445833333,28.125,rs931249n00.public_contents
307.2378887499999,28.125,rs931250n00.public_contents
313.4460833333333,28.125,rs931251n00.public_contents
319.65426375,28.125,rs931252n00.public_contents
325.85870833333325,28.125,rs931253n00.public_contents
332.0669029166666,28.125,rs931254n00.public_contents
338.2750833333333,28.125,rs931255n00.public_contents
344.47952791666665,28.125,rs931256n00.public_contents
350.68772208333326,28.125,rs931257n00.public_contents
356.89590291666667,28.125,rs931258n00.public_contents
2.950083333333333,22.5,rs931301n00.public_contents
8.85025,22.5,rs931302n00.public_contents
14.754166666666665,22.5,rs931303n00.public_contents
20.654319583333333,22.5,rs931304n00.public_contents
26.554486249999993,22.5,rs931305n00.public_contents
32.458402916666664,22.5,rs931306n00.public_contents
38.35856958333333,22.5,rs931307n00.public_contents
44.25873625,22.5,rs931308n00.public_contents
50.16263875,22.5,rs931309n00.public_contents
56.06280541666666,22.5,rs931310n00.public_contents
61.966722083333316,22.5,rs931311n00.public_contents
67.86688874999999,22.5,rs931312n00.public_contents
73.76705541666665,22.5,rs931313n00.public_contents
79.67095833333333,22.5,rs931314n00.public_contents
85.571125,22.5,rs931315n00.public_contents
91.47504166666666,22.5,rs931316n00.public_contents
97.37520833333333,22.5,rs931317n00.public_contents
103.27537499999998,22.5,rs931318n00.public_contents
109.17927791666665,22.5,rs931319n00.public_contents
115.07944458333333,22.5,rs931320n00.public_contents
120.98336125,22.5,rs931321n00.public_contents
126.88352791666664,22.5,rs931322n00.public_contents
132.7836945833333,22.5,rs931323n00.public_contents
138.68759708333332,22.5,rs931324n00.public_contents
144.58776374999997,22.5,rs931325n00.public_contents
150.49168041666667,22.5,rs931326n00.public_contents
156.39184708333332,22.5,rs931327n00.public_contents
162.29201374999997,22.5,rs931328n00.public_contents
168.19591666666665,22.5,rs931329n00.public_contents
174.09608333333333,22.5,rs931330n00.public_contents
179.99999999999997,22.5,rs931331n00.public_contents
185.90016666666665,22.5,rs931332n00.public_contents
191.80033333333333,22.5,rs931333n00.public_contents
197.70423624999995,22.5,rs931334n00.public_contents
203.60440291666663,22.5,rs931335n00.public_contents
209.5045695833333,22.5,rs931336n00.public_contents
215.40848624999995,22.5,rs931337n00.public_contents
221.30865291666663,22.5,rs931338n00.public_contents
227.21255541666662,22.5,rs931339n00.public_contents
233.1127220833333,22.5,rs931340n00.public_contents
239.01288874999997,22.5,rs931341n00.public_contents
244.91680541666662,22.5,rs931342n00.public_contents
250.8169720833333,22.5,rs931343n00.public_contents
256.720875,22.5,rs931344n00.public_contents
262.62104166666666,22.5,rs931345n00.public_contents
268.5212083333333,22.5,rs931346n00.public_contents
274.425125,22.5,rs931347n00.public_contents
280.3252916666666,22.5,rs931348n00.public_contents
286.2291945833333,22.5,rs931349n00.public_contents
292.12936124999993,22.5,rs931350n00.public_contents
298.0295279166666,22.5,rs931351n00.public_contents
303.9334445833333,22.5,rs931352n00.public_contents
309.83361124999993,22.5,rs931353n00.public_contents
315.73751375,22.5,rs931354n00.public_contents
321.6376804166666,22.5,rs931355n00.public_contents
327.5378470833333,22.5,rs931356n00.public_contents
333.44176374999995,22.5,rs931357n00.public_contents
339.3419304166666,22.5,rs931358n00.public_contents
345.24583333333334,22.5,rs931359n00.public_contents
351.14599999999996,22.5,rs931360n00.public_contents
357.04616666666664,22.5,rs931361n00.public_contents
2.8544583333333327,16.875,rs931401n00.public_contents
8.570888749999998,16.875,rs931402n00.public_contents
14.28356958333333,16.875,rs931403n00.public_contents
19.999999999999996,16.875,rs931404n00.public_contents
25.71268041666666,16.875,rs931405n00.public_contents
31.425361249999998,16.875,rs931406n00.public_contents
37.14179166666666,16.875,rs931407n00.public_contents
42.85445833333333,16.875,rs931408n00.public_contents
48.570888749999995,16.875,rs931409n00.public_contents
54.28356958333333,16.875,rs931410n00.public_contents
59.99999999999999,16.875,rs931411n00.public_contents
65.71268041666666,16.875,rs931412n00.public_contents
71.42536124999998,16.875,rs931413n00.public_contents
77.14179166666666,16.875,rs931414n00.public_contents
82.85445833333331,16.875,rs931415n00.public_contents
88.57088875,16.875,rs931416n00.public_contents
94.28356958333332,16.875,rs931417n00.public_contents
99.99999999999999,16.875,rs931418n00.public_contents
105.71268041666666,16.875,rs931419n00.public_contents
111.42536124999998,16.875,rs931420n00.public_contents
117.14179166666665,16.875,rs931421n00.public_contents
122.85445833333331,16.875,rs931422n00.public_contents
128.57088875,16.875,rs931423n00.public_contents
134.2835695833333,16.875,rs931424n00.public_contents
140.0,16.875,rs931425n00.public_contents
145.71268041666664,16.875,rs931426n00.public_contents
151.42536124999998,16.875,rs931427n00.public_contents
157.14179166666665,16.875,rs931428n00.public_contents
162.8544583333333,16.875,rs931429n00.public_contents
168.57088874999997,16.875,rs931430n00.public_contents
174.2835695833333,16.875,rs931431n00.public_contents
179.99999999999997,16.875,rs931432n00.public_contents
185.71268041666664,16.875,rs931433n00.public_contents
191.42536124999998,16.875,rs931434n00.public_contents
197.14179166666665,16.875,rs931435n00.public_contents
202.85445833333333,16.875,rs931436n00.public_contents
208.57088875,16.875,rs931437n00.public_contents
214.2835695833333,16.875,rs931438n00.public_contents
219.99999999999997,16.875,rs931439n00.public_contents
225.71268041666664,16.875,rs931440n00.public_contents
231.42536124999995,16.875,rs931441n00.public_contents
237.14179166666665,16.875,rs931442n00.public_contents
242.85445833333333,16.875,rs931443n00.public_contents
248.57088875,16.875,rs931444n00.public_contents
254.28356958333327,16.875,rs931445n00.public_contents
259.99999999999994,16.875,rs931446n00.public_contents
265.7126804166667,16.875,rs931447n00.public_contents
271.4253612499999,16.875,rs931448n00.public_contents
277.1417916666666,16.875,rs931449n00.public_contents
282.85445833333335,16.875,rs931450n00.public_contents
288.57088875,16.875,rs931451n00.public_contents
294.2835695833333,16.875,rs931452n00.public_contents
299.99999999999994,16.875,rs931453n00.public_contents
305.7126804166667,16.875,rs931454n00.public_contents
311.42536125,16.875,rs931455n00.public_contents
317.1417916666666,16.875,rs931456n00.public_contents
322.8544583333333,16.875,rs931457n00.public_contents
328.57088875,16.875,rs931458n00.public_contents
334.2835695833333,16.875,rs931459n00.public_contents
340.0,16.875,rs931460n00.public_contents
345.7126804166667,16.875,rs931461n00.public_contents
351.42536125,16.875,rs931462n00.public_contents
357.1417916666666,16.875,rs931463n00.public_contents
2.8124999999999996,11.25,rs931501n00.public_contents
8.437499999999998,11.25,rs931502n00.public_contents
14.062499999999998,11.25,rs931503n00.public_contents
19.687499999999996,11.25,rs931504n00.public_contents
25.312499999999996,11.25,rs931505n00.public_contents
30.937499999999996,11.25,rs931506n00.public_contents
36.5625,11.25,rs931507n00.public_contents
42.18749999999999,11.25,rs931508n00.public_contents
47.81249999999999,11.25,rs931509n00.public_contents
53.43749999999999,11.25,rs931510n00.public_contents
59.0625,11.25,rs931511n00.public_contents
64.68749999999999,11.25,rs931512n00.public_contents
70.31249999999999,11.25,rs931513n00.public_contents
75.93749999999999,11.25,rs931514n00.public_contents
81.56249999999999,11.25,rs931515n00.public_contents
87.18749999999999,11.25,rs931516n00.public_contents
92.81249999999999,11.25,rs931517n00.public_contents
98.43749999999999,11.25,rs931518n00.public_contents
104.06249999999999,11.25,rs931519n00.public_contents
109.68749999999999,11.25,rs931520n00.public_contents
115.31249999999999,11.25,rs931521n00.public_contents
120.93749999999999,11.25,rs931522n00.public_contents
126.56249999999999,11.25,rs931523n00.public_contents
132.18749999999997,11.25,rs931524n00.public_contents
137.81249999999997,11.25,rs931525n00.public_contents
143.43749999999997,11.25,rs931526n00.public_contents
149.06249999999997,11.25,rs931527n00.public_contents
154.68749999999997,11.25,rs931528n00.public_contents
160.31249999999997,11.25,rs931529n00.public_contents
165.93749999999997,11.25,rs931530n00.public_contents
171.56249999999997,11.25,rs931531n00.public_contents
177.18749999999997,11.25,rs931532n00.public_contents
182.81249999999997,11.25,rs931533n00.public_contents
188.43749999999997,11.25,rs931534n00.public_contents
194.06249999999997,11.25,rs931535n00.public_contents
199.68749999999997,11.25,rs931536n00.public_contents
205.31249999999997,11.25,rs931537n00.public_contents
210.93749999999997,11.25,rs931538n00.public_contents
216.56249999999997,11.25,rs931539n00.public_contents
222.18749999999997,11.25,rs931540n00.public_contents
227.81249999999997,11.25,rs931541n00.public_contents
233.43749999999997,11.25,rs931542n00.public_contents
239.06249999999997,11.25,rs931543n00.public_contents
244.68749999999997,11.25,rs931544n00.public_contents
250.31249999999997,11.25,rs931545n00.public_contents
255.93749999999997,11.25,rs931546n00.public_contents
261.56249999999994,11.25,rs931547n00.public_contents
267.18749999999994,11.25,rs931548n00.public_contents
272.81249999999994,11.25,rs931549n00.public_contents
278.43749999999994,11.25,rs931550n00.public_contents
284.06249999999994,11.25,rs931551n00.public_contents
289.68749999999994,11.25,rs931552n00.public_contents
295.31249999999994,11.25,rs931553n00.public_contents
300.93749999999994,11.25,rs931554n00.public_contents
306.56249999999994,11.25,rs931555n00.public_contents
312.18749999999994,11.25,rs931556n00.public_contents
317.81249999999994,11.25,rs931557n00.public_contents
323.43749999999994,11.25,rs931558n00.public_contents
329.06249999999994,11.25,rs931559n00.public_contents
